"ID","Curve Batch Name","x","y","Sample Name"
"Noise Regime 197","Noise Regime",120,2464682.47212579,"120"
"Noise Regime 197","Noise Regime",150,4859280.79014284,"150"
"Noise Regime 197","Noise Regime",180,7806454.09066548,"180"
"Noise Regime 198","Noise Regime",0,956993,"0"
"Noise Regime 198","Noise Regime",30,2108357.71481448,"30"
"Noise Regime 198","Noise Regime",60,1992259.48972203,"60"
"Noise Regime 198","Noise Regime",90,6137993.01685639,"90"
"Noise Regime 198","Noise Regime",120,9776930.75110393,"120"
"Noise Regime 198","Noise Regime",150,24951387.747001,"150"
"Noise Regime 198","Noise Regime",180,33792801.2393228,"180"
"Noise Regime 199","Noise Regime",0,678903.447812425,"0"
"Noise Regime 199","Noise Regime",30,1212628.06559883,"30"
"Noise Regime 199","Noise Regime",60,2295980.77560059,"60"
"Noise Regime 199","Noise Regime",90,5044920.43732221,"90"
"Noise Regime 199","Noise Regime",120,8057306.88684394,"120"
"Noise Regime 199","Noise Regime",150,13268028.9489453,"150"
"Noise Regime 199","Noise Regime",180,29790439.4518163,"180"
"Noise Regime 200","Noise Regime",0,883920.705005797,"0"
"Noise Regime 200","Noise Regime",30,1741514.93985131,"30"
"Noise Regime 200","Noise Regime",60,2738508.53233862,"60"
"Noise Regime 200","Noise Regime",90,5402361.9372635,"90"
"Noise Regime 200","Noise Regime",120,8512151.34307797,"120"
"Noise Regime 200","Noise Regime",150,16479087.9060125,"150"
"Noise Regime 200","Noise Regime",180,29650241.215004,"180"
